,Make,Model,Variant,Ex-Showroom_Price,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Height,Width,Doors,City_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
326,Maserati,Levante,Gransport,14863774.00,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80,1679,2158,5,5.2,,,Ventilated Disc,Ventilated Disc,Double wishbone coil springs with stabilizer bar,Double Wishbone Type With Coil Springs & Anti-Roll Bar,1624 mm,1676 mm,255/60 ZR18,255/60 ZR18,Electro-Hydraulic,All Windows,Yes,Smart Key,350PS@5750rpm,500Nm@4500-5000rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,3004,Yes,1,DVD Player with USB & Aux-in,1,1,,1,Internal,580,1,1,Digital,Front & Rear,1,Front & Rear,1,12/24 months/ up to100000 Kms (years/distance whichever comes first),1,Internal,Analog,Automatic,Analog + Digital,1,,1,Driver & Front Passenger,,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2109 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6,16.5:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
327,Maserati,Levante,Granlusson,15383399.00,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80,1679,2158,5,5.2,,,Ventilated Disc,Ventilated Disc,Double wishbone coil springs with stabilizer bar,Double Wishbone Type With Coil Springs & Anti-Roll Bar,1624 mm,1676 mm,255/60 ZR18,255/60 ZR18,Electro-Hydraulic,All Windows,Yes,Smart Key,430PS@5750rpm,580Nm@4500-5000rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,3004,Yes,1,DVD Player with USB & Aux-in,1,1,,1,Internal,580,1,1,Digital,Front & Rear,1,Front & Rear,1,12/24 months/ up to100000 Kms (years/distance whichever comes first),1,Internal,Analog,Automatic,Analog + Digital,1,,1,Driver & Front Passenger,,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2109 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6,9.7:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
328,,Mercedes-Benz G-Class,Amg G 63,21875136.00,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,96,1938,1855,5,,,2560,Ventilated Disc,Ventilated Disc,Rigid Axle,Rigid Axle,1475 mm,1475 mm,285/45R21,285/45R21,Electric Power,All Windows,Yes,Smart Key,585hp@6000rpm,850Nm@2500-3500rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2850,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,3rd years /Unlimited Kms (years/distance whichever comes first),1,Internal,480,1,1,Digital,Front & Rear,1,Front & Rear,,4th year /with (absolutely no mileage restriction),1,Internal,,Automatic,Analog + Digital,1,13.5 meter,1,Driver & Front Passenger,Yes,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,3200 kg,"Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag",Yes,Yes,Yes,Yes,10,8.6:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
329,,Mercedes-Benz G-Class,G 350D,15000000.00,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,100,1969,1931,5,,,2453,Ventilated Disc,Ventilated Disc,Rigid Axle,Rigid Axle,1638 mm,1638 mm,265/60 R 18,265/60 R 18,Electric Power,All Windows,Yes,Smart Key,289PS@1200rpm,600Nm@2500rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2890,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,3rd years /Unlimited Kms (years/distance whichever comes first),1,Internal,,1,1,Digital,Front & Rear,1,Front & Rear,,4th year /with (absolutely no mileage restriction),1,Internal,Digital,Automatic,Analog + Digital,1,,1,Driver & Front Passenger,Yes,2 Zone Climate Control,Yes,Yes,Yes,,Yes,,"Normal, Comfort, Eco, Sport",Yes,Yes,,,Yes,Yes,,Yes,Yes,All Rows,3500 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags",Yes,Yes,Yes,Yes,10,15.5:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,
330,Audi,A8 L,55 Tfsi Quattro,15600000.00,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,82,1485,1945,4,,,2030,Ventilated Disc,Ventilated Disc,Five-link front axle; tubular anti-roll bar air spring suspension,Five-link rear axle tubular anti-roll bar; air spring suspension,1644 mm,1633 mm,255/45 R19,255/45 R19,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,340PS@5000rpm,500Nm@1370rpm,Digital,"Analog, Digital",Analog,Yes,4,Leather,Automatic,3128,Yes,1,DVD Player with USB & Aux-in,1,1,2 Years Warranty,1,"Internal, With Remote",505,1,1,Digital,Front & Rear,1,Front & Rear,1,,1,"Internal, With Remote",Digital,Automatic,Analog + Digital,1,6.35 meter,1,Driver & Front Passenger,,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Yes,"Normal, Comfort, Eco, Sport, Power Mode",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,"Driver head airbag, Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,,
331,Maserati,Granturismo,Sport,17229579.00,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,86,1353,1915,2,4.6,,1880,Ventilated Disc,Ventilated Disc,Double wishbone suspension,Double wishbone suspension,1586 mm,1590 mm,245/35ZR20,285/35ZR20,Electro-Hydraulic,All Windows,Yes,Smart Key,460PS@7000RPM,520NM@4750rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,2942,Yes,1,DVD Player with USB & Aux-in,1,1,,1,Internal,261,1,1,Digital,Front & Rear,1,Front & Rear,1,12/24 months/ up to100000 Kms (years/distance whichever comes first),1,Internal,Analog,Automatic,Analog + Digital,1,10.7 meter,1,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2250 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6,11:25:01,"Rake, Reach",,,Yes,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
332,Maserati,Quattroporte,Granlusso,17900000.00,4,RWD (Rear Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,70,1481,1948,4,5.2,,1925,Ventilated Disc,Ventilated Disc,Double wishbone coil springs with stabilizer bar,Double Wishbone Type With Coil Springs & Anti-Roll Bar,1634 mm,1647 mm,245/45R19,275/40 R19,Electro-Hydraulic,All Windows,Yes,Smart Key,275PS@7000rpm,600Nm@2000-2600rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,3171,Yes,1,DVD Player with USB & Aux-in,1,1,,1,Internal,530,1,1,Digital,Front & Rear,1,Front & Rear,1,12/24 months/ up to100000 Kms (years/distance whichever comes first),1,Internal,Analog,Automatic,Analog + Digital,1,11.8 meter,1,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6,16.5:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
333,Lexus,Lc 500H,Coupe,19600000.00,4,AWD (All Wheel Drive),V,BS IV,"Front, Transverse",Injection,82,1345,1920,2,,,1985,Ventilated Disc,Ventilated Disc,"Independent double-joint multilink with forged aluminum components, coil springs, linear-solenoid-actuated shock absorbers and adhesive-bonded stabilizer bar","Independent double-joint multilink with forged aluminum components, coil springs, linear-solenoid-actuated shock absorbers and adhesive-bonded stabilizer bar",1630 mm,1635 mm,245/40 R21,245/40 R21,Electric Power,All Windows,"Yes, with memory",Smart Key,299PS@6600rpm,350Nm@5100rpm,Digital,Digital,Analog,Yes,4,Leather,Automatic,2870,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,,1,"With Remote, Internal",133,1,1,Analog,Front & Rear,1,Yes,1,,1,"Internal, With Remote",Digital,Automatic,Analog + Digital,1,5.3 meter,1,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,Yes,Yes,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,2445 kg,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Rear passenger side airbags, Driver knee airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,8,13.0:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,
334,,Mercedes-Benz Maybach,S650,27308312.00,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80,1498,1899,4,,,2200,Ventilated Disc,Ventilated Disc,Airmatic Air Suspension,Airmatic Air Suspension,,,245/40R20,245/40R20,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,630PS@4800RPM,1000Nm@2300-4300rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,3365,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,,1,"With Remote, Internal",510,1,1,Analog,Front & Rear,1,Front & Rear,1,,1,Internal,Digital,Automatic,Analog + Digital,1,6.45 meter,1,Driver & Front Passenger,Not Applicable,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Audio Controls,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
335,,Mercedes-Benz Maybach,S560,19890000.00,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80,1494,1899,4,7.81,,2200,Ventilated Disc,Drum,Airmatic Air Suspension,Airmatic Air Suspension,,,245/45R19,245/45R19,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,453PS@5500RPM,700Nm@1800-3500RPM,Digital,Analog,Analog,Yes,4,Leather,Automatic,3165,Yes,1,CD Player with USB & Aux-in,1,1,,1,"With Remote, Internal",530,1,1,Analog,Front & Rear,1,Front & Rear,1,,1,Internal,Digital,Automatic,Analog + Digital,1,6.45 meter,1,Driver & Front Passenger,Not Applicable,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Audio Controls,Yes,Yes,Yes,2.4 PSI,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
336,Porsche,Panamera,Turbo,21263000.00,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,90,1427,1937,4,7.1,,2045,Ventilated Disc,Ventilated Disc,Aluminium Double Wishbone,Aluminium multi-link with chassis subframe,,,255/45ZR19,285/40ZR19,Hydraulic Power,All Windows,Yes,Smart Key,550PS@6000RPM,770Nm@1960 - 4500rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,2950,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,4 years / 80000 Kms (years/distance whichever comes first),1,Internal,,1,1,Digital,Front & Rear,1,Front & Rear,1,"12/24 months /up to 2,00,000 Kms (whichever comes first)",1,Internal,Analog,Automatic,Analog + Digital,1,5.5 meter,1,Driver & Front Passenger,Not Applicable,"Fully automatic climate control, 4 Zone climate control",,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2585 kg,"Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Yes,Yes,Yes,Yes,6,10.1:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Audio Controls, Cup Holders",Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
337,Porsche,Panamera,Turbo Executive,22613000.00,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,90,1432,1937,4,7.1,,,Ventilated Disc,Ventilated Disc,Aluminium Double Wishbone,Aluminium multi-link with chassis subframe,,,255/45ZR19,285/40ZR19,Hydraulic Power,All Windows,Yes,Smart Key,550PS@6000RPM,770Nm@1960 - 4500rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,3100,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,4 years / 80000 Kms (years/distance whichever comes first),1,Internal,,1,1,Digital,Front & Rear,1,Front & Rear,1,"12/24 months /up to 2,00,000 Kms (whichever comes first)",1,Internal,Analog,Automatic,Analog + Digital,1,5.5 meter,1,Driver & Front Passenger,Not Applicable,"Fully automatic climate control, 4 Zone climate control",,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2635 kg,"Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Yes,Yes,Yes,Yes,6,10.1:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Audio Controls, Cup Holders",Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
338,Porsche,Panamera,Turbo Sport Turismo,21747000.00,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,90,1432,1937,4,7.1,,,Ventilated Disc,Ventilated Disc,Aluminium Double Wishbone,Aluminium multi-link with chassis subframe,,,255/45ZR19,285/40ZR19,Hydraulic Power,All Windows,Yes,Smart Key,550PS@6000RPM,770Nm@1960 - 4500rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,2950,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,4 years / 80000 Kms (years/distance whichever comes first),1,Internal,,1,1,Digital,Front & Rear,1,Front & Rear,1,"12/24 months /up to 2,00,000 Kms (whichever comes first)",1,Internal,Analog,Automatic,Analog + Digital,1,5.5 meter,1,Driver & Front Passenger,Not Applicable,"Fully automatic climate control, 4 Zone climate control",Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2635 kg,"Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Yes,Yes,Yes,Yes,6,10.1:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Audio Controls, Cup Holders",Yes,Yes,Yes,,All,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
339,Lexus,Lx 450D,V8,23290000.00,8,FWD (Front Wheel Drive),V,BS IV,"Front, Transverse",Injection,93,1865,1980,4,18,,2660,Ventilated Disc,Ventilated Disc,4 Wheel Active Height Control & Adaptive Variable Suspension,4 Wheel Active Height Control & Adaptive Variable Suspension,1650 mm,1645 mm,285/60R18,285/60R18,Yes,All Windows,Power seats,Smart Key,261PS@6000rpm,650Nm@1600-2600rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2850,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,,1,"Manual, Internal",,1,1,Digital,Front & Rear,1,Yes,1,,1,Internal,Yes,Automatic,Analog,1,,1,Driver & Front Passenger,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,3350 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Yes,Yes,Yes,Yes,10,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
340,,Mercedes-Benz S-Class Cabriolet,S500,23491293.00,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80,1417,1899,2,5.4,,2115,Ventilated Disc,Ventilated Disc,AGILITY CONTROL suspension with selective damping system,AGILITY CONTROL suspension with selective damping system,1625 mm,1649 mm,235/35 R19,235/35 R19,Electric Power,All Windows,Yes,Smart Key,455PS@5500RPM,700Nm@1800-3500RPM,Digital,Analog,Analog,Yes,4,Leather,Automatic,2945,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,,1,"Internal, With Remote",530,1,1,Digital,Front & Rear,1,Front & Rear,1,,1,Internal,Analog,Automatic,Analog + Digital,1,6.15 meter,1,Driver & Front Passenger,Not Applicable,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2590 kg,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,Yes,8,10.5,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,,Yes,,Yes,Yes,,Yes,Yes,,,,,
341,Audi,R8,V10 Plus,27245000.00,4,AWD (All Wheel Drive),V,BS IV,"Mid, Longitudinal",Injection,75,1252,2029,2,7.8,,1670,Ventilated Disc,Ventilated Disc,Double wishbone suspension,Double wishbone suspension,1638 mm,1595 mm,245/35R19,295/35R19,Electric Power,Only Front Windows,,Remote,610PS@8250rpm,560Nm@6500rpm,Digital,Analog,Digital,Yes,2,Leather,Automatic,2650,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,,1,With Remote,,1,1,Digital,Front,,,,,1,With Remote,Digital,Manual,Analog,1,5.9 meter,1,,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,,,1895 kg,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger side airbag, Front passenger head airbag, Drive side airbag, Front passenger curtain airbag",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,,Yes,,Yes,,,,Only front,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,
342,Lamborghini,Urus,V8,30000000.00,8,AWD (All Wheel Drive),V,BS IV,,Injection,75,1638,2181,5,,,2200,Ventilated Disc,Ventilated Disc,adaptive air suspension,adaptive air suspension,,,285/45 ZR21,315/40 ZR21,Yes,All Windows,"Yes, with memory",Yes,650PS@6000rpm,850Nm@2250-4500rpm,Yes,Digital,Yes,Yes,5,Leather,Automatic,3003,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,,1,With Remote,616,1,1,Digital,Front & Rear,1,Yes,1,,1,With Remote,Digital,Automatic,Analog + Digital,1,,1,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,"Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Front passenger side airbag",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,Yes,Yes,Audio Controls,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
343,Bentley,Continental Gt,Coupe,33791059.00,4,AWD (All Wheel Drive),W,BS IV,"Front, Longitudinal",Injection,90,1401,2226,2,5.3,,2320,Ventilated Disc,Ventilated Disc,Air springs with continous damping control,Air springs with continous damping control,1623 mm,1607 mm,275/40R20,275/40R20,Electric Power,All Windows,Yes,Smart Key,590PS@6000rpm,720Nm@1800rpm,Digital,Analog,Analog,Yes,4,Leather,Automatic,2746,Yes,1,DVD Player with USB & Aux-in,1,1,2 years / Unlimited Kms,1,Internal,358,1,1,Digital,Front & Rear,1,Front,1,1 years /Unlimited Kms (years/distance whichever comes first),1,Internal,Analog,Automatic,Analog + Digital,1,5.6 meter,1,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,2750 kg,"Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Only front,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
344,Ferrari,Portofino,V8 Convertible,35000000.00,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,92,1320,1910,2,6,,1730,Ventilated Disc,Ventilated Disc,Double wishbone suspension,Multilink,1630 mm,1605 mm,245/40ZR19,285/40ZR19,Electric Power,All Windows,Yes,Smart Key,560PS@7500rpm,755NM@4750rpm,Digital,Analog,Analog,Yes,2,Leather,Automatic,2669,Yes,1,CD Player with USB & Aux-in,1,1,,1,Internal,240,1,1,Digital,Front,1,Front,1,12/24 months/ up to90000 Kms (years/distance whichever comes first),1,Internal,Digital,Automatic,Analog + Digital,1,,1,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,4,9.4:1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,,Yes,Yes,Yes,2.4 PSI,Only front,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
