,Make,Model,Variant,Ex-Showroom_Price,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Height,Width,Doors,City_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
557,Ford,Ecosport,1.5L Tdci Titanium,999900.00,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52,1647,1765,5,,,1300,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/60R16,205/60R16,Electric Power,All Windows,,Smart Key,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2579,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,"2 Years / 100,000 Kms (whichever comes first)",1,"With Remote, Internal",352,1,1,Digital,Front & Rear,1,Front,1,,1,Internal,Analog,Manual,Analog + Digital,1,5.3 meter,1,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1690 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,16:01,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,Cup Holders,Yes,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,
558,Ford,Ecosport,1.5L Tdci Titanium Plus,1090000.00,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52,1647,1765,5,,,1304,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2519,Yes,2,CD/MP3/DVD Player with USB & Aux-in,1,1,"2 Years / 100,000 Kms (whichever comes first)",1,"With Remote, Internal",352,1,1,Digital,Front & Rear,1,Front,1,,1,Internal,Analog,Manual,Analog + Digital,1,5.3 meter,1,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,16:01,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
559,Ford,Ecosport,1.5L Ti-Vct Titanium Plus,999900.00,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52,1647,1765,5,,,1304,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,123PS@6500rpm,150Nm@4500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2519,Yes,2,CD/MP3/DVD Player with USB & Aux-in,1,1,"2 Years / 100,000 Kms (whichever comes first)",1,"With Remote, Internal",352,1,1,Digital,Front & Rear,1,Front,1,,1,Internal,Analog,Manual,Analog + Digital,1,5.3 meter,1,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,16:01,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
560,Ford,Ecosport,1.5L Tdci Titanium S,1145000.00,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52,1647,1765,5,,,1242,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/60R16,205/60R16,Electric Power,All Windows,,Smart Key,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2519,Yes,1,CD/MP3/DVD Player with USB & Aux-in,1,1,"2 Years / 100,000 Kms (whichever comes first)",1,Internal,352,1,1,Digital,Front & Rear,1,Front,1,,1,Internal,Analog,Manual,Analog + Digital,1,5.3 meter,1,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1660 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,6,11:01,"Reach, Rake",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,Yes,Cup Holders,Yes,,Yes,,,Yes,Yes,,,Yes,,,,,,,,,
561,Ford,Ecosport,1.5L Ti-Vct Thunder Edition,999900.00,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52,1647,1765,5,,,1304,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,123PS@6500rpm,150Nm@4500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2519,Yes,2,CD/MP3/DVD Player with USB & Aux-in,1,1,"2 Years / 100,000 Kms (whichever comes first)",1,"With Remote, Internal",352,1,1,Digital,Front & Rear,1,Front,1,,1,Internal,Analog,Manual,Analog + Digital,1,5.3 meter,1,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,16:01,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
562,Ford,Ecosport,1.5L Tdci Thunder Edition,1090000.00,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,52,1647,1765,5,,,1304,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2519,Yes,2,CD/MP3/DVD Player with USB & Aux-in,1,1,"2 Years / 100,000 Kms (whichever comes first)",1,"With Remote, Internal",352,1,1,Digital,Front & Rear,1,Front,1,,1,Internal,Analog,Manual,Analog + Digital,1,5.3 meter,1,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,16:01,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
563,Renault,Duster,Rxe Petrol,799990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,1695,1822,5,10.2,,1296,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2673,,1,USB & Aux-in,,,2 years /50000 Kms (years/distance whichever comes first),,"Internal, With Remote",475,1,1,Digital,Front,,Front,1,1 years /30000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,,,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,9.5:1,Rake,,,Rear sensors,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,
564,Renault,Duster,Rxs Petrol,919990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,1695,1822,5,10,,1296,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2673,,1,USB & Aux-in,1,1,2 years /50000 Kms (years/distance whichever comes first),1,"Internal, With Remote",475,1,1,Digital,Front,1,Front,1,1 years /30000 Kms (years/distance whichever comes first),1,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,9.5:1,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,,,,Cup Holders,,,Yes,,,,,,,,,,,,,,,,
565,Renault,Duster,Rxs (Opt) Cvt,999990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,1695,1822,5,10,,1296,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Electro-Hydraulic,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,CVT,2673,,1,USB & Aux-in,1,1,2 years /50000 Kms (years/distance whichever comes first),1,"Internal, With Remote",475,1,1,Digital,Front,1,Front,1,1 years /30000 Kms (years/distance whichever comes first),1,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,9.5:1,Rake,,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,,,Cup Holders,,Yes,Yes,,,,,,,,,,,,,,,,
566,Renault,Duster,85 Ps Rxe Mt Diesel,929990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,1695,1822,5,16,,1296,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Electric Power,All Windows,,Remote,85PS@3750rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2673,,1,Not on offer,,,,,"With Remote, Internal",475,1,1,Digital,Front,,Front,1,1 years /30000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,,,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,9.5:1,,,,Rear sensors,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,
567,Renault,Duster,85 Ps Rxs Mt Diesel,999990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,1695,1822,5,16,,1296,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,85PS@3750rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2673,,1,USB & Aux-in,1,1,,1,"With Remote, Internal",475,1,1,Digital,Front,,Front,1,1 years /30000 Kms (years/distance whichever comes first),1,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,,,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,9.5:1,Yes,,,Rear sensors,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,
568,Renault,Duster,110 Ps Rxs Mt Diesel,1119990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,1695,1822,5,16,,1296,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2673,,1,USB & Aux-in,1,1,2 years /50000 Kms (years/distance whichever comes first),1,"With Remote, Internal",475,1,1,Digital,Front,1,Front,1,1 years /30000 Kms (years/distance whichever comes first),1,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,,,,,Cup Holders,,Yes,Yes,,,Yes,,,,,,,,,,,,,
569,Renault,Duster,110 Ps Rxz Mt Diesel,1209990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,1695,1822,5,16,,1296,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2673,,1,USB & Aux-in,1,1,2 years /50000 Kms (years/distance whichever comes first),1,"With Remote, Internal",475,1,1,Digital,Front,1,Front,1,1 years /30000 Kms (years/distance whichever comes first),1,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,,Yes,,,Cup Holders,,,Yes,,,Yes,,,,,,,,Yes,,,,,
570,Renault,Duster,110 Ps Rxz Amt Diesel,1249990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,1695,1822,5,16,,1296,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2673,,1,USB & Aux-in,1,1,2 years /50000 Kms (years/distance whichever comes first),1,"With Remote, Internal",475,1,1,Digital,Front,1,Front,1,1 years /30000 Kms (years/distance whichever comes first),1,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Fully automatic climate control,,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,,Yes,,,Cup Holders,,Yes,Yes,,,Yes,,,,,,,,Yes,,,,,
571,Renault,Duster,110 Ps Rxs Awd (Opt) Diesel,1249990.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,1695,1822,5,16,,1296,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2673,,1,USB & Aux-in,1,1,2 years /50000 Kms (years/distance whichever comes first),1,"With Remote, Internal",475,1,1,Digital,,1,Front,1,1 years /30000 Kms (years/distance whichever comes first),1,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,,,,,Cup Holders,,Yes,Yes,,,Yes,,,,,,,,,,,,,
572,Hyundai,Verna,1.6 Vtvt Sx,999900.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,1445,1729,4,,,,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55 R16,195/55 R16,Electric Power,All Windows,,Yes,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2600,,1,CD Player with USB & Aux-in,1,1,2 years / Unlimited Kms,1,Internal,465,1,1,Digital,Front & Rear,1,Front & Rear,1,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",1,"With Remote, Internal",Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,Yes,Yes,,,Yes,,,,,
573,Hyundai,Verna,1.6 Crdi Sx,1172544.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,1445,1729,4,19.9,,,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55 R16,195/55 R16,Electric Power,All Windows,Yes,Yes,128ps@4000rpm,260Nm@1500-3000rpm,Analog,Analog,Analog,Yes,5,Fabric,Manual,2600,,1,CD Player with USB & Aux-in,1,1,2 years / Unlimited Kms,1,Internal,465,1,1,Digital,Front & Rear,1,Front & Rear,1,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",1,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,17.3:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,Yes,,,,,Yes,,,Yes,,,,,
574,Hyundai,Verna,1.6 Crdi Sx (O),1301881.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,1445,1729,4,19.9,,,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55 R16,195/55 R16,Electric Power,All Windows,,Smart Key,128ps@4000rpm,260Nm@1500-3000rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2600,Yes,1,CD Player with USB & Aux-in,1,1,,1,Internal,465,1,1,Digital,Front & Rear,1,Front & Rear,1,,1,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,17.3:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,
575,Hyundai,Verna,1.6 Vtvt Sx (O),1172999.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45,1445,1729,4,,,,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55 R16,195/55 R16,Electric Power,All Windows,,Smart Key,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2600,Yes,1,CD Player with USB & Aux-in,1,1,,1,"With Remote, Internal",465,1,1,Digital,Front & Rear,1,Front & Rear,1,,1,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,6,17.3:1,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,Yes,,,Yes,,Yes,Yes,,,Yes,,,,,
576,Hyundai,Verna,1.6 Crdi Sx Plus At,1328545.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,1445,1729,4,14,,,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55R16,195/55R16,Electric Power,All Windows,,Yes,128ps@4000rpm,260Nm@1500-3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2600,,1,CD Player with USB & Aux-in,1,1,,1,"With Remote, Internal",465,1,1,Digital,Front & Rear,1,Front & Rear,1,,1,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,Yes,Yes,,,Yes,,,,,
577,Hyundai,Verna,1.6 Vtvt Sx(O) At,1287999.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45,1445,1729,4,,,,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55 R16,195/55 R16,Electric Power,All Windows,,Smart Key,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2600,,1,CD Player with USB & Aux-in,1,1,,1,"Internal, With Remote",465,1,1,Digital,Front & Rear,1,Front & Rear,1,,1,Internal,Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,,6,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,Yes,,Yes,,Yes,,,,,Yes,Yes,,,Yes,,,,,
578,Hyundai,Verna,1.4 Vtvt Ex,933182.00,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,1445,1729,4,,,,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55R16,195/55R16,Electric Power,All Windows,,Yes,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2600,,1,CD Player with USB & Aux-in,1,1,2 years / Unlimited Kms,1,Internal,465,1,1,Digital,Front & Rear,1,Front & Rear,1,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",1,"With Remote, Internal",Digital,Manual,Analog + Digital,1,5.2 meter,1,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,Yes,Yes,,,Yes,,,,,
